Sillaba,Conteggio,lunghezza_sillaba
fèu,1,3.0
sfú,1,3.0
vom,1,3.0
peo,1,3.0
vàz,1,3.0
geg,1,3.0
cub,1,3.0
loe,1,3.0
bél,1,3.0
snà,1,3.0
vei,1,3.0
kor,1,3.0
zòz,1,3.0
rho,1,3.0
alc,1,3.0
fìx,1,3.0
hal,1,3.0
bòm,1,3.0
z'à,1,3.0
kim,1,3.0
lìf,1,3.0
yùr,1,3.0
fàs,1,3.0
còf,1,3.0
kèt,1,3.0
coa,1,3.0
puo,1,3.0
bum,1,3.0
bwà,1,3.0
nìl,1,3.0
yon,1,3.0
dìa,1,3.0
pèm,1,3.0
sak,1,3.0
nev,1,3.0
fod,1,3.0
xar,1,3.0
ski,1,3.0
mim,1,3.0
fèi,1,3.0
zal,1,3.0
zla,1,3.0
fai,1,3.0
dur,1,3.0
nón,1,3.0
svó,1,3.0
póp,1,3.0
cob,1,3.0
xàg,1,3.0
cuì,1,3.0
gòf,1,3.0
bèz,1,3.0
dèp,1,3.0
màp,1,3.0
vòi,1,3.0
re,14705,2.0
co,9768,2.0
to,9141,2.0
ra,7933,2.0
ri,7615,2.0
ta,6265,2.0
io,5912,2.0
ne,5846,2.0
te,5683,2.0
ro,5620,2.0
ti,5383,2.0
ca,5182,2.0
le,4974,2.0
li,4951,2.0
ci,4544,2.0
tà,4258,2.0
di,4217,2.0
no,4154,2.0
in,3832,2.0
si,3764,2.0
mo,3702,2.0
la,3600,2.0
ia,3545,2.0
lo,3542,2.0
zi,3460,2.0
ma,3400,2.0
so,3353,2.0
ià,3341,2.0
na,3320,2.0
gi,3121,2.0
an,3030,2.0
ió,3017,2.0
rà,2962,2.0
bi,2913,2.0
pa,2763,2.0
rì,2762,2.0
er,2758,2.0
me,2677,2.0
ni,2673,2.0
nà,2612,2.0
on,2557,2.0
mi,2532,2.0
po,2490,2.0
de,2481,2.0
en,2469,2.0
tì,2454,2.0
pe,2447,2.0
ce,2434,2.0
ar,2386,2.0
là,2361,2.0
pi,2349,2.0
or,2254,2.0
tó,2246,2.0
fi,2163,2.0
cà,2069,2.0
al,2009,2.0
se,2005,2.0
lì,1939,2.0
za,1921,2.0
sa,1875,2.0
àn,1798,2.0
vo,1667,2.0
mé,1607,2.0
fo,1600,2.0
hi,1600,2.0
vi,1600,2.0
èn,1597,2.0
tù,1581,2.0
ve,1559,2.0
én,1541,2.0
ba,1519,2.0
do,1509,2.0
nì,1422,2.0
ac,1387,2.0
et,1327,2.0
go,1295,2.0
ga,1272,2.0
im,1178,2.0
va,1175,2.0
iz,1160,2.0
fa,1127,2.0
zà,1127,2.0
ge,1105,2.0
mà,1101,2.0
el,1085,2.0
da,1084,2.0
bo,1080,2.0
ol,1075,2.0
at,1058,2.0
tu,1024,2.0
am,972,2.0
fe,969,2.0
su,953,2.0
sì,952,2.0
tè,941,2.0
iè,933,2.0
tò,913,2.0
lu,901,2.0
ru,851,2.0
as,850,2.0
dà,835,2.0
mì,832,2.0
sà,830,2.0
om,828,2.0
rò,824,2.0
gì,820,2.0
cì,802,2.0
cu,777,2.0
ie,775,2.0
èl,769,2.0
be,757,2.0
pà,749,2.0
dì,730,2.0
rè,726,2.0
gu,710,2.0
fì,697,2.0
cè,686,2.0
cò,681,2.0
àr,666,2.0
ét,665,2.0
ot,657,2.0
pì,656,2.0
au,646,2.0
lò,619,2.0
ap,615,2.0
eg,599,2.0
gà,597,2.0
he,591,2.0
pu,581,2.0
zo,576,2.0
es,562,2.0
lè,554,2.0
mu,539,2.0
bu,536,2.0
oc,514,2.0
èr,511,2.0
iò,504,2.0
nè,503,2.0
il,502,2.0
ul,488,2.0
vì,487,2.0
nò,463,2.0
và,461,2.0
bà,457,2.0
du,451,2.0
àg,446,2.0
dè,439,2.0
té,428,2.0
nu,424,2.0
af,422,2.0
ec,414,2.0
ré,414,2.0
ur,405,2.0
fà,402,2.0
ui,401,2.0
gè,400,2.0
os,396,2.0
ró,390,2.0
àl,390,2.0
fu,386,2.0
pè,381,2.0
un,381,2.0
ìn,377,2.0
né,375,2.0
iu,375,2.0
ir,372,2.0
ór,370,2.0
àc,365,2.0
òr,357,2.0
eu,355,2.0
ic,352,2.0
is,347,2.0
mè,344,2.0
ag,344,2.0
ló,341,2.0
ab,336,2.0
lé,333,2.0
mò,326,2.0
có,319,2.0
bì,316,2.0
az,315,2.0
em,313,2.0
ón,299,2.0
òt,295,2.0
it,285,2.0
lù,282,2.0
pò,272,2.0
hé,271,2.0
àt,264,2.0
rù,258,2.0
sò,257,2.0
àm,247,2.0
vè,246,2.0
fó,243,2.0
èt,241,2.0
zì,240,2.0
sè,235,2.0
uc,234,2.0
ut,229,2.0
op,227,2.0
só,224,2.0
pó,212,2.0
av,212,2.0
dé,205,2.0
fè,200,2.0
nó,200,2.0
às,196,2.0
fò,193,2.0
cù,190,2.0
òl,188,2.0
òi,187,2.0
dò,186,2.0
uà,178,2.0
iù,177,2.0
dó,176,2.0
sù,169,2.0
ìc,167,2.0
uò,166,2.0
ùn,165,2.0
òc,163,2.0
dù,163,2.0
bè,159,2.0
ad,157,2.0
cé,155,2.0
bù,153,2.0
ùr,153,2.0
gò,152,2.0
us,151,2.0
ìt,150,2.0
ze,143,2.0
sé,142,2.0
àu,141,2.0
ès,140,2.0
bò,139,2.0
uf,134,2.0
pù,132,2.0
nù,132,2.0
of,127,2.0
mó,126,2.0
vé,123,2.0
pé,118,2.0
oi,117,2.0
òs,116,2.0
mù,110,2.0
bó,108,2.0
ùl,104,2.0
òn,103,2.0
gó,103,2.0
ei,101,2.0
vò,98,2.0
og,96,2.0
ip,94,2.0
ié,93,2.0
àz,92,2.0
ég,92,2.0
ìs,91,2.0
és,91,2.0
ól,89,2.0
up,85,2.0
ùc,85,2.0
ub,84,2.0
zò,84,2.0
óm,81,2.0
vu,80,2.0
ai,79,2.0
ef,78,2.0
fù,77,2.0
zu,77,2.0
ug,70,2.0
ep,70,2.0
èc,67,2.0
zó,66,2.0
um,66,2.0
uz,65,2.0
ìr,64,2.0
èu,64,2.0
èm,60,2.0
ùt,59,2.0
ob,59,2.0
bé,58,2.0
ìz,57,2.0
ov,56,2.0
gù,54,2.0
ér,54,2.0
vó,52,2.0
xe,52,2.0
èi,51,2.0
àp,50,2.0
zé,49,2.0
fé,49,2.0
ex,46,2.0
òp,45,2.0
zè,45,2.0
eb,43,2.0
ùs,42,2.0
él,40,2.0
àf,38,2.0
zù,37,2.0
ke,36,2.0
xi,36,2.0
gé,35,2.0
ìm,34,2.0
ka,29,2.0
ìp,29,2.0
àb,28,2.0
ùz,27,2.0
ùf,27,2.0
ha,23,2.0
ém,23,2.0
xo,22,2.0
èx,20,2.0
òm,19,2.0
ùg,19,2.0
òg,19,2.0
ib,16,2.0
ùm,16,2.0
vù,16,2.0
xì,15,2.0
id,15,2.0
òf,15,2.0
èp,15,2.0
ki,13,2.0
ho,13,2.0
kì,13,2.0
wa,12,2.0
òb,12,2.0
kà,11,2.0
ko,8,2.0
èf,8,2.0
hà,7,2.0
ja,7,2.0
py,7,2.0
xà,7,2.0
wi,6,2.0
ku,5,2.0
èb,5,2.0
xò,5,2.0
ju,5,2.0
ty,5,2.0
kò,5,2.0
yo,4,2.0
kè,4,2.0
we,4,2.0
xè,4,2.0
ya,4,2.0
ye,4,2.0
òv,4,2.0
hò,4,2.0
àd,4,2.0
hu,4,2.0
by,4,2.0
yà,3,2.0
jo,3,2.0
dy,3,2.0
yò,3,2.0
tú,2,2.0
kù,2,2.0
sy,2,2.0
ná,2,2.0
jù,2,2.0
ev,2,2.0
ké,2,2.0
ly,1,2.0
yè,1,2.0
lí,1,2.0
nú,1,2.0
hù,1,2.0
xó,1,2.0
wì,1,2.0
my,1,2.0
cú,1,2.0
ví,1,2.0
ky,1,2.0
hó,1,2.0
cá,1,2.0
o,44158,1.0
i,43525,1.0
a,41858,1.0
e,39716,1.0
t,38032,1.0
à,25248,1.0
ì,16098,1.0
u,11025,1.0
ó,7939,1.0
è,7258,1.0
ò,6227,1.0
é,4510,1.0
ù,3655,1.0
y,58,1.0
nan,34,
